movieid,actorid,character_name,creditorder,pay,screentime
409,919,Kahmunrah,4,,0
409,53,Teddy Roosevelt,5,,0
409,545,Ivan the Terrible,6,,0
409,2234,Napoleon Bonaparte,7,,0
409,2235,Octavius,8,,0
409,1997,Dr. McPhee,9,,0
410,2080,Sam Witwicky,1,,0
410,2081,Mikaela Banes,2,,0
410,2082,Major Lennox,3,,0
410,1685,USAF Chief Master Sergeant Epps,4,,0
410,1584,Simmons,5,,0
410,2236,Leo Spitz,6,,0
410,347,Ron Witwicky,7,,0
410,2237,Judy Witwicky,8,,0
410,2238,Alice,9,,0
412,1668,Carl Fredricksen,1,,0
412,779,Charles Muntz,2,,0
412,2239,Russell,3,,0
412,1545,Dug,4,,0
412,823,Beta,5,,0
412,2240,Gamma,6,,0
412,812,Construction Foreman Tom,7,,0
412,2241,Newsreel Announcer,8,,0
412,2242,Young Ellie,9,,0
413,820,Heavy Duty,1,,0
413,2243,McCullen,2,,0
413,2244,Baron de Cobray,3,,0
413,2245,The Doctor,4,,0
413,2246,Young Snake Eyes,5,,0
413,2247,Cover Girl,6,,0
413,2248,Storm Shadow,7,,0
413,2249,Ana,8,,0
413,2250,James McCullen - 1641,9,,0
415,2251,Jake Sully,1,,0
415,2232,Neytiri,2,,0
415,116,Dr. Grace Augustine,3,,0
415,2252,Colonel Miles Quaritch,4,,0
415,1477,Trudy Chacï¿½n,5,,0
415,1187,Parker Selfridge,6,,0
415,2253,Norm Spellman,7,,0
415,2254,Mo'at,8,,0
415,534,Eytukan,9,,0
416,1548,Harry Potter,1,,0
416,2255,Professor Albus Dumbledore,2,,0
416,2256,Fenrir Greyback,3,,0
416,2257,Waitress,4,,0
416,1881,Professor Horace Slughorn,5,,0
416,1822,Lily Potter,6,,0
416,2258,Ginny Weasley,7,,0
416,2259,Molly Weasley,8,,0
416,1634,Ron Weasley,9,,0
417,912,King George VI,1,,0
417,1535,Queen Elizabeth,2,,0
417,1432,Archbishop Cosmo Lang,3,,0
417,2260,Equerry,4,,0
417,2261,Private Secretary,5,,0
417,2262,Chauffeur,6,,0
417,2263,BBC Radio Announcer,7,,0
417,2264,Robert Wood,8,,0
417,2265,BBC Technician,9,,0
418,1708,Rooster Cogburn,1,,0
418,2266,Mattie Ross,2,,0
418,1014,LaBoeuf,3,,0
418,2056,Tom Chaney,4,,0
418,1184,Lucky Ned Pepper,5,,0
418,2267,Col. Stonehill,6,,0
418,2268,Undertaker,7,,0
418,2269,Emmett Quincy,8,,0
418,2270,Moon (The Kid),9,,0
419,1962,Dre Parker,1,,0
419,1155,Mr. Han,2,,0
419,2271,Sherry Parker,3,,0
419,2272,Meiying,4,,0
419,2273,Master Li,5,,0
419,2274,Meiying's Dad,6,,0
419,2275,Meiying's Mom,7,,0
419,2276,Cheng,8,,0
419,2277,Dre's Detroit Friend,9,,0
420,2278,Riley,1,,0
420,2114,Bella Swan,2,,0
420,2206,Edward Cullen,3,,0
420,2117,Charlie Swan,4,,0
420,2121,Eric,5,,0
420,2207,Jessica,6,,0
420,2122,Mike,7,,0
420,2208,Angela,8,,0
420,2279,Jasper Hale,9,,0
421,1695,Gru,1,,0
421,2034,Vector,2,,0
421,2280,Dr. Nefario,3,,0
421,1470,Gru's Mom,4,,0
421,1977,Mr. Perkins,5,,0
421,2281,Miss Hattie,6,,0
421,2282,Margo,7,,0
421,2283,Edith,8,,0
421,2284,Agnes,9,,0
422,1117,Teddy Daniels,1,,0
422,2285,Chuck Aule,2,,0
422,592,Dr. Cawley,3,,0
422,1639,Dr. Naehring,4,,0
422,2286,Dolores,5,,0
422,2287,Rachel 1,6,,0
422,877,Rachel 2,7,,0
422,2288,George Noyce,8,,0
422,1087,Warden,9,,0
423,1129,Lenny Feder,1,,0
423,1871,Eric Lamonsoff,2,,0
423,518,Kurt McKenzie,3,,0
423,2289,Marcus Higgins,4,,0
423,1261,Rob Hilliard,5,,0
423,1332,Roxanne Chase-Feder,6,,0
423,2290,Sally Lamonsoff,7,,0
423,2291,Deanne McKenzie,8,,0
423,2292,Gloria,9,,0
424,388,Jack Byrnes,1,,0
424,1123,Greg Focker,2,,0
424,1229,Kevin Rawley,3,,0
424,410,Bernie Focker,4,,0
424,373,Roz Focker,5,,0
424,374,Dina Byrnes,6,,0
424,1388,Pam Focker,7,,0
424,1897,Andi Garcia,8,,0
424,1523,Prudence,9,,0
425,2251,Perseus,1,,0
425,591,Zeus,2,,0
425,593,Hades,3,,0
425,2293,Calibos,4,,0
425,2175,Io,5,,0
425,2294,Andromeda,6,,0
425,2295,Danae,7,,0
425,2013,Draco,8,,0
425,2296,Apollo,9,,0
426,1666,Megamind,1,,0
426,722,Metro Man,2,,0
426,2297,Roxanne Ritchie,3,,0
426,1985,Tighten,4,,0
426,2041,Minion,5,,0
426,1123,Bernard,6,,0
426,2298,Megamind's Father (voice),7,,0
426,2299,Megamind's Mother,8,,0
426,1887,Lord Scott,9,,0
427,2300,Aang,1,,0
427,2098,Prince Zuko,2,,0
427,2301,Katara,3,,0
427,2279,Sokka,4,,0
427,2146,Uncle Iroh,5,,0
427,2204,Commander Zhao,6,,0
427,2061,Fire Lord Ozai,7,,0
427,2302,Princess Yue,8,,0
427,2303,Katara's Grandma,9,,0
428,1117,Cobb,1,50000000,0
428,2245,Arthur,2,,0
428,2025,Ariadne,3,,0
428,2304,Eames,4,,0
428,1735,Saito,5,,0
428,2305,Yusuf,6,,0
428,1919,Robert Fischer,7,,0
428,2306,Browning,8,,0
428,2307,Mal,9,,0
429,2035,Hiccup,1,,0
429,2308,Stoick,2,,0
429,2309,Gobber,3,,0
429,2310,Astrid,4,,0
429,1985,Snotlout,5,,0
429,2311,Fishlegs,6,,0
429,2312,Tuffnut,7,,0
429,2281,Ruffnut,8,,0
429,2313,Ack (voice),9,,0
430,450,Shrek,1,,0
430,253,Donkey,2,,0
430,1039,Princess Fiona,3,,0
430,1464,Puss in Boots,4,,0
430,1470,Queen (voice),5,,0
430,2314,Brogan,6,,0
430,1659,King (voice),7,,0
430,2315,Rumpelstiltskin,8,,0
430,1974,Gretched,9,,0
432,207,Mad Hatter,1,68000000,0
432,2316,Alice Kingsleigh,2,,0
432,1535,Red Queen,3,,0
432,1471,White Queen,4,,0
432,1419,Stayne - Knave of Hearts,5,,0
432,2317,Tweedledee,6,,0
432,2318,White Rabbit,7,,0
432,2319,Cheshire Cat,8,,0
432,405,Blue Caterpillar,9,,0
433,2145,Tony Stark,1,,0
433,835,Pepper Potts,2,,0
433,2320,Lt. Col. James 'Rhodey' Rhodes,3,,0
433,2321,Natalie Rushman,4,,0
433,1283,Justin Hammer,5,,0
433,2322,Ivan Vanko,6,,0
433,550,Nick Fury,7,,0
433,2148,Agent Coulson,8,,0
433,2323,Howard Stark,9,,0
434,519,Woody,1,,0
434,701,Buzz Lightyear,2,,0
434,1291,Jessie,3,,0
434,2324,Lotso,4,,0
434,809,Mr. Potato Head,5,,0
434,106,Ken,6,,0
434,811,Rex,7,,0
434,812,Hamm,8,,0
434,2325,Mrs. Potato Head,9,,0
435,2018,Minister Rufus Scrimgeour,1,,0
435,1635,Hermione Granger,2,,0
435,1551,Vernon Dursley,3,,0
435,1550,Dudley Dursley,4,,0
435,1548,Harry Potter,5,,0
435,2259,Molly Weasley,6,,0
435,2258,Ginny Weasley,7,,0
435,1634,Ron Weasley,8,,0
435,2326,Mr. Granger,9,,0
436,1473,Rapunzel,1,,0
436,2209,Flynn Rider,2,,0
436,1845,Mother Gothel,3,,0
436,2327,Stabbington Brother,4,,0
436,2039,Captain of the Guard,5,,0
436,1126,Big Nose Thug,6,,0
436,1718,Hook Hand Thug,7,,0
436,2328,Short Thug,8,,0
436,2329,Vlad,9,,0
437,2330,Skeeter Phelan,1,,0
437,2331,Aibileen Clark,2,,0
437,1778,Hilly Holbrook,3,,0
437,2332,Minny Jackson,4,,0
437,2333,Celia Foote,5,,0
437,2334,Elizabeth Leefolt,6,,0
437,1254,Charlotte Phelan,7,,0
437,2335,Jolene French,8,,0
437,2336,Mae Mobley,9,,0
438,2281,Annie,1,,0
438,1894,Boot Camp Instructor,2,,0
438,2291,Lillian,3,,0
438,2337,Jewelry Store Couple,4,,0
438,2338,Jewelry Store Couple,5,,0
438,2339,Don Cholodecki,6,,0
438,2340,Kahlua,7,,0
438,2341,Oscar the Security Guard (as Joseph A. Nunez),8,,0
438,2342,Brynn,9,,0
439,1493,Dave,1,,0
439,2041,Ian,2,,0
439,2343,Zoe,3,,0
439,1960,Alvin,4,,0
439,2043,Simon,5,,0
439,2044,Theodore,6,,0
439,2142,Eleanor,7,,0
439,1352,Jeanette,8,,0
439,2210,Brittany,9,,0
440,1857,Phil,1,,0
440,2194,Stu,2,,0
440,2195,Alan,3,,0
440,1799,Doug,4,,0
440,2197,Mr. Chow,5,,0
440,1354,Kingsley,6,,0
440,2344,Mike Tyson,7,,0
440,1126,Sid Garner,8,,0
440,2345,Teddy,9,,0
441,2212,Mother Bird (voice),1,,0
441,2215,Truck Driver (voice),2,,0
441,2346,Young Linda,3,,0
441,1058,Linda,4,,0
441,2217,Bookstore Customer / Lady Tourist (voice),5,,0
441,2347,Blu,6,,0
441,1981,Chloe (The Goose),7,,0
441,1974,Alice (The Other Goose),8,,0
441,2348,Tulio,9,,0
442,1940,Caesar,1,,0
442,2349,Maurice,2,,0
442,2350,Rocket,3,,0
442,2351,Buck - Ape,4,,0
442,2352,Koba - Ape,5,,0
442,2353,Cornelia - Ape,6,,0
442,2354,Alpha,7,,0
442,1651,Will Rodman,8,,0
442,2103,Caroline Aranha,9,,0
443,2119,Jacob Black,1,,0
443,2118,Billy,2,,0
443,2117,Charlie Swan,3,,0
443,2115,Renee,4,,0
443,2355,Phil,5,,0
443,2114,Bella Swan,6,,0
443,2356,Alice Cullen,7,,0
443,2279,Jasper Hale,8,,0
443,2357,Dr. Carlisle Cullen,9,,0
444,919,Gargamel,1,,0
444,2358,Patrick Winslow,2,,0
444,2182,Grace Winslow,3,,0
444,2359,Odile Anjelou,4,,0
444,2360,Henri,5,,0
444,2361,Model,6,,0
444,2362,Model,7,,0
444,2363,Newscaster,8,,0
444,2364,Newscaster,9,,0
445,1186,Dominic Toretto,1,,0
445,1476,Brian O'Conner,2,,0
445,1478,Mia,3,,0
445,1685,Roman,4,,0
445,1687,Tej,5,,0
445,1482,Vince,6,,0
445,2365,Han,7,,0
445,2366,Gisele,8,,0
445,2367,Leo,9,,0
446,593,Lord Voldemort,1,,0
446,2255,Professor Albus Dumbledore,2,,0
446,405,Professor Severus Snape,3,,0
446,1548,Harry Potter,4,,0
446,1634,Ron Weasley,5,,0
446,1635,Hermione Granger,6,,0
446,2368,Luna Lovegood,7,,0
446,2270,Bill Weasley,8,,0
446,2369,Fleur Delacour,9,,0
447,2145,Sherlock Holmes,1,,0
447,1828,Dr. John Watson,2,,0
447,2370,Madam Simza Heron,3,,0
447,1853,Irene Adler,4,,0
447,1585,Professor James Moriarty,5,,0
447,2319,Mycroft Holmes,6,,0
447,2371,Colonel Sebastian Moran,7,,0
447,2222,Mary Watson,8,,0
447,2221,Mrs. Hudson,9,,0
449,1898,Captain America,1,,0
449,2372,Peggy Carter,2,,0
449,2373,James Buchanan 'Bucky' Barnes,3,,0
449,660,Colonel Chester Phillips,4,,0
449,1286,Johann Schmidt,5,,0
449,2374,Howard Stark,6,,0
449,2375,Heinz Kruger,7,,0
449,669,Dr. Abraham Erskine,8,,0
449,550,Nick Fury,9,,0
450,19,Ethan Hunt,1,75000000,0
450,2376,Jane,2,,0
450,2011,Benji,3,,0
450,1700,Brandt,4,,0
450,2377,Hendricks,5,,0
450,2378,Sidorov,6,,0
450,2379,Wistrom,7,,0
450,2380,Leonid Lisenker,8,,0
450,2100,Brij Nath,9,,0
451,2381,Thor,1,,0
451,1320,Jane Foster,2,,0
451,2382,Loki,3,,0
451,538,Odin,4,,0
451,1016,Erik Selvig,5,,0
451,2383,Darcy Lewis,6,,0
451,2148,Agent Coulson,7,,0
451,1085,King Laufey,8,,0
451,2384,Heimdall,9,,0
452,1589,Po,1,,0
452,1538,Tigress,2,,0
452,410,Shifu,3,,0
452,537,Shen,4,,0
452,1155,Monkey,5,,0
452,2031,Mantis,6,,0
452,1417,Viper,7,,0
452,2041,Crane,8,,0
452,1202,Mr. Ping,9,,0
453,2080,Sam Witwicky,1,,0
453,2385,Carly,2,,0
453,2082,Lennox,3,,0
453,1584,Simmons,4,,0
453,1685,Epps,5,,0
453,1568,Dylan,6,,0
453,1703,Mearing,7,,0
453,645,Bruce Brazos,8,,0
453,347,Ron Witwicky,9,,0
454,2000,Mater,1,,0
454,1229,Lightning McQueen,2,,0
454,1605,Finn McMissile,3,,0
454,2287,Holley Shiftwell,4,,0
454,2386,Sir Miles Axlerod,5,,0
454,1584,Francesco Bernoulli,6,,0
454,2387,Brent Mustangburger (voice),7,,0
454,279,Grem,8,,0
454,1938,Professor Z,9,,0
455,207,Jack Sparrow,1,55000000,0
455,1492,Angelica,2,,0
455,1137,Barbossa,3,,0
455,2143,Blackbeard,4,,0
455,2019,Gibbs,5,,0
455,2388,Philip,6,,0
455,2389,Syrena (Mermaid),7,,0
455,2390,Scrum,8,,0
455,2391,Captain Teague,9,,0
456,591,Bryan Mills,1,,0
456,2392,Kim,2,,0
456,868,Lenore,3,,0
456,2393,Sam,4,,0
456,825,Casey,5,,0
456,1458,Bernie,6,,0
456,2394,Jamie,7,,0
456,1455,Murad Krasniqi,8,,0
456,148,Inspector Durmaz,9,,0
457,1439,John Bennett,1,,0
457,2395,Lori Collins,2,,0
457,2396,Ted,3,,0
457,2397,Rex,4,,0
457,1187,Donny,5,,0
457,2398,Guy,6,,0
457,2399,Thomas,7,,0
457,2400,Tami-Lynn,8,,0
457,2401,Robert,9,,0
459,528,Abraham Lincoln,1,,0
459,149,Mary Todd Lincoln,2,,0
459,659,William Seward,3,,0
459,2245,Robert Lincoln,4,,0
459,761,W.N. Bilbo,5,,0
459,654,Preston Blair,6,,0
459,660,Thaddeus Stevens,7,,0
459,1441,Robert Latham,8,,0
459,2288,Alexander Stephens,9,,0
460,82,The Lorax,1,,0
460,2194,The Once-ler,2,,0
460,2402,Ted,3,,0
460,2403,Audrey,4,,0
460,2200,Grammy Norma,5,,0
460,2404,Mr. O'Hare,6,,0
460,2343,Ted's Mom,7,,0
460,2405,Once-ler's Mom (voice),8,,0
460,2406,1st Marketing Guy (voice),9,,0
461,669,Caesar Flickerman,1,,0
461,1252,Seneca Crane,2,,0
461,2407,Katniss Everdeen,3,,0
461,2408,Primrose Everdeen,4,,0
461,2409,Gale Hawthorne,5,,0
461,2410,Effie Trinket,6,,0
461,2411,Hob Vendor,7,,0
461,2412,Katniss' Mother,8,,0
461,2413,Registration Woman,9,,0
462,1129,Dracula,1,,0
462,2414,Jonathan,2,,0
462,2415,Mavis,3,,0
462,1871,Frankenstein,4,,0
462,2416,Eunice,5,,0
462,1228,Wayne,6,,0
462,1447,Wanda,7,,0
462,2289,Griffin,8,,0
462,2417,Murray,9,,0
463,2418,Squint,1,,0
463,2419,Eunice,2,,0
463,2420,Creature Siren / Various (voice),3,,0
463,2234,Silas,4,,0
463,2421,Female Siren (voice),5,,0
463,1672,Captain Gutt,6,,0
463,2212,Scratte (voice),7,,0
463,2422,Ethan,8,,0
463,2215,Dumb Mammoth,9,,0
464,1967,Django,1,,0
464,2423,Dr. King Schultz,2,,0
464,1117,Calvin Candie,3,,0
464,1902,Broomhilda von Shaft,4,,0
464,550,Stephen,5,,0
464,1597,Billy Crash,6,,0
464,2424,Leonide Moguy,7,,0
464,1423,Butch Pooch,8,,0
464,2425,Mr. Stonesipher,9,,0
465,2114,Bella Swan,1,,0
465,2206,Edward Cullen,2,,0
465,2119,Jacob Black,3,,0
465,2357,Dr. Carlisle Cullen,4,,0
465,2426,Esme Cullen,5,,0
465,2356,Alice Cullen,6,,0
465,2279,Jasper Hale,7,,0
465,2427,Emmett Cullen,8,,0
465,2428,Rosalie Hale,9,,0
466,1123,Alex,1,,0
466,518,Marty,2,,0
466,1885,Melman,3,,0
466,952,Gloria,4,,0
466,1886,Julien,5,,0
466,1590,Maurice,6,,0
466,1501,Mort,7,,0
466,1887,Skipper,8,,0
466,1703,Captain Chantal Dubois,9,,0
467,288,Ralph,1,,0
467,2429,Vanellope,2,,0
467,2430,Felix,3,,0
467,1974,Calhoun,4,,0
467,1593,King Candy,5,,0
467,2431,Taffyta Muttonfudge,6,,0
467,2432,Markowski (voice),7,,0
467,2433,Mr. Litwak,8,,0
467,2434,General Hologram,9,,0
468,2114,Snow White,1,,0
468,2381,The Huntsman,2,,0
468,2155,Ravenna,3,,0
468,2388,William,4,,0
468,2435,Finn,5,,0
468,2143,Beith,6,,0
468,411,Muir,7,,0
468,1987,Gort,8,,0
468,2436,Nion,9,,0
469,2437,Merida,1,,0
469,639,Fergus,2,,0
469,2438,Elinor,3,,0
469,2259,The Witch,4,,0
469,870,Lord Dingwall,5,,0
469,2439,Lord MacGuffin,6,,0
469,2309,Lord Macintosh,7,,0
469,2440,Maudie (voice),8,,0
469,2441,Maudie (voice),9,,0
470,1540,James Bond,1,,0
470,869,M,2,,0
470,2442,Silva,3,,0
470,593,Gareth Mallory,4,,0
470,2443,Eve,5,,0
470,2444,Severine,6,,0
470,1383,Kincade,7,,0
470,2445,Q,8,,0
470,2446,Tanner,9,,0
471,2447,Spider-Man,1,,0
471,2330,Gwen Stacy,2,,0
471,1271,The Lizard,3,,0
471,676,Captain Stacy,4,,0
471,1986,Uncle Ben,5,,0
471,149,Aunt May,6,,0
471,2104,Rajit Ratha,7,,0
471,2448,Richard Parker,8,,0
471,595,Mary Parker,9,,0
472,2145,Tony Stark,1,,0
472,1898,Steve Rogers,2,,0
472,2285,Bruce Banner,3,,0
472,2381,Thor,4,,0
472,2321,Natasha Romanoff,5,,0
472,1700,Clint Barton,6,,0
472,2382,Loki,7,,0
472,2148,Agent Phil Coulson,8,,0
472,2449,Agent Maria Hill,9,,0
473,971,Agent J,1,100000000,0
473,660,Agent K,2,,0
473,2056,Young Agent K,3,,0
473,2450,Boris The Animal,4,,0
473,2438,Agent O,5,,0
473,2451,Griffin,6,,0
473,2452,Colonel,7,,0
473,2453,Boris' Girlfriend,8,,0
473,2454,Jeffrey Price,9,,0
474,862,Bruce Wayne,1,,0
474,537,Commissioner Gordon,2,,0
474,2304,Bane,3,,0
474,2245,Blake,4,,0
474,1471,Selina,5,,0
474,2307,Miranda,6,,0
474,10,Fox,7,,0
474,1605,Alfred,8,,0
474,2455,Foley,9,,0
475,1399,Gandalf,1,,0
475,2456,Bilbo,2,,0
475,2375,Thorin,3,,0
475,2457,Balin,4,,0
475,2458,Dwalin,5,,0
475,2459,Bifur,6,,0
475,2460,Bofur,7,,0
475,2461,Bombur,8,,0
475,2462,Fili,9,,0
476,1988,Lorraine Warren,1,,0
476,2463,Ed Warren,2,,0
476,982,Carolyn Perron,3,,0
476,2464,Roger Perron,4,,0
476,2465,Andrea,5,,0
476,2466,Nancy,6,,0
476,2218,Christine,7,,0
476,2467,Cindy,8,,0
476,2468,April,9,,0
477,1958,Sandy Patterson,1,,0
477,2469,Diana,2,,0
477,1198,Harold Cornish,3,,0
477,1704,Trish Patterson,4,,0
477,2470,Julian,5,,0
477,2471,Marisol,6,,0
477,2472,Detective Reilly,7,,0
477,2233,Daniel Casey,8,,0
477,424,Skiptracer,9,,0
479,862,Irving Rosenfeld,1,,0
479,1857,Richie DiMaso,2,,0
479,1975,Sydney Prosser,3,,0
479,1700,Mayor Carmine Polito,4,,0
479,2407,Rosalyn Rosenfeld,5,,0
479,2473,Stoddard Thorsen,6,,0
479,2474,Pete Musane,7,,0
479,2475,Paco Hernandez,8,,0
479,2476,Carl Elway,9,,0
480,671,Ashburn,1,,0
480,2469,Mullins,2,,0
480,2477,Hale (as Demian Bichir),3,,0
480,2478,Levy,4,,0
480,1877,Jason Mullins,5,,0
480,2479,Mrs. Mullins,6,,0
480,2480,Rojas,7,,0
480,2481,Craig,8,,0
480,2482,Adam,9,,0
481,1695,Gru,1,,0
481,2281,Lucy,2,,0
481,673,Eduardo,3,,0
481,2282,Margo,4,,0
481,2280,Dr. Nefario,5,,0
481,2197,Floyd (voice),6,,0
481,2235,Silas,7,,0
481,2284,Agnes,8,,0
481,2283,Edith,9,,0
482,2483,Weeping / Singing Woman,1,,0
482,2484,Well Dressed Male Witness - Wilson's Garage,2,,0
482,2485,Meyer Wolfsheim,3,,0
482,2486,Dan Cody,4,,0
482,2487,Herzog,5,,0
482,2488,George Wilson,6,,0
482,2489,Catherine,7,,0
482,2490,Michaelis,8,,0
482,2491,Owl Eyes,9,,0
483,671,Ryan Stone,1,70000000,0
483,1438,Matt Kowalski,2,,0
483,657,Mission Control,3,,0
483,2492,Aningaaq (voice),4,,0
483,2493,Shariff,5,,0
483,2494,Explorer Captain,6,,0
483,2495,Russian Space Station Captain (voice),7,,0
483,2495,Russian Space Station Captain (voice),8,,0
483,2495,Russian Space Station Captain (voice),9,,0
484,2407,Katniss Everdeen,1,,0
240,1473,Lana Thomas,5,,0
240,413,"Mia's Mom, Helen",6,,0
240,1474,Michael Moscovitz,7,,0
240,814,Student Josh Bryant,8,,0
240,1475,Student Jeremiah Hart,9,,0
241,1476,Brian O'Conner,1,,0
241,1186,Dominic Toretto,2,,0
241,1477,Letty,3,,0
241,1478,Mia Toretto,4,,0
241,1479,Johnny Tran,5,,0
241,1480,Jesse,6,,0
241,1481,Leon,7,,0
241,1482,Vince,8,,0
241,1087,Sgt. Tanner,9,,0
242,450,Shrek,1,,0
242,253,Donkey,2,,0
242,1039,Princess Fiona,3,,0
242,678,Lord Farquaad,4,,0
242,1483,Monsieur Hood,5,,0
242,1484,Ogre Hunter (voice),6,,0
242,1485,Ogre Hunter (voice),7,,0
242,732,Captain of Guards,8,,0
242,1486,Baby Bear,9,,0
243,1428,John Nash,1,,0
243,657,Parcher,2,,0
243,1487,Alicia Nash,3,,0
243,779,Dr. Rosen,4,,0
243,1488,Charles,5,,0
243,1185,Sol,6,,0
243,1489,Hansen,7,,0
243,1490,Bender,8,,0
243,1491,Ainsley,9,,0
244,19,David Aames,1,,0
244,1492,Sofia Serrano,2,,0
244,1039,Julie Gianni,3,,0
244,416,McCabe,4,,0
244,1493,Brian Shelby,5,,0
244,1494,Edmund Ventura,6,,0
244,1371,Thomas Tipp,7,,0
244,1495,Rebecca Dearborn,8,,0
244,1496,Aaron,9,,0
245,253,Dr. John Dolittle,1,,0
245,1191,Lisa Dolittle,2,,0
245,1193,Charisse Dolittle,3,,0
245,1192,Maya Dolittle,4,,0
245,1497,Eric,5,,0
245,1498,Secretary,6,,0
245,1499,Eldon (as James L. Avery),7,,0
245,1500,Eldon's Wife,8,,0
245,1501,Eugene Wilson,9,,0
246,1438,Danny Ocean,1,,0
246,1502,Board Member #1,2,,0
246,1503,Board Member #2,3,,0
246,1504,Board Member #3,4,,0
246,1505,Blackjack Dealer,5,,0
246,1506,Frank Catton,6,,0
246,722,Rusty Ryan,7,,0
246,1507,Bartender,8,,0
246,1508,Security Guard (as Timothy Paul Perez),9,,0
247,538,Hannibal Lecter,1,,0
247,662,Clarice Starling,2,,0
247,537,Mason Verger,3,,0
247,31,Paul Krendler,4,,0
247,317,Nurse Barney,5,,0
247,1509,Insp. Rinaldo Pazzi,6,,0
247,1510,Allegra Pazzi,7,,0
247,1511,Dr. Cordell Doemling,8,,0
247,1512,Evelda Drumgo,9,,0
248,1155,Lee,1,,0
248,1160,Carter,2,,0
248,1513,Ricky Tan,3,,0
248,1337,Hu Li,4,,0
248,1514,Isabella Molina,5,,0
248,1515,Steven Reign,6,,0
248,121,Agent Sterling,7,,0
248,1516,Captain Chin,8,,0
248,1517,Receptionist,9,,0
249,1518,Eversmann,1,,0
249,1319,Grimes,2,,0
249,1182,McKnight,3,,0
249,1519,Hoot,4,,0
249,1107,Sanderson,5,,0
249,1520,Nelson,6,,0
249,155,Garrison,7,,0
249,1521,Kurth,8,,0
249,1522,Wex,9,,0
250,249,Dr. Alan Grant,1,,0
250,829,Paul Kirby,2,,0
250,1194,Amanda Kirby,3,,0
250,1080,Billy Brennan,4,,0
250,1265,Eric Kirby,5,,0
250,643,Udesky,6,,0
250,766,Cooper,7,,0
250,557,Nash,8,,0
250,1523,Ellie,9,,0
251,1524,Voice of the Ring,1,,0
251,1525,Everard Proudfoot,2,,0
251,84,Sam,3,,0
251,1526,Sauron,4,,0
251,547,Boromir,5,,0
251,1527,Galadriel,6,,0
251,1528,Legolas,7,,0
251,1529,Pippin,8,,0
251,1530,Celeborn,9,,0
252,1057,Rick O'Connell,1,,0
252,1311,Evelyn Carnahan,2,,0
252,1312,Jonathan,3,,0
252,1313,Imhotep,4,,0
252,1315,Ardeth Bay,5,,0
252,1531,Meela,6,,0
252,1532,Alex,7,,0
252,1533,Mr. Hafez,8,,0
252,1534,The Scorpion King,9,,0
253,1439,Captain Leo Davidson,1,,0
253,683,Thade,2,,0
253,1535,Ari,3,,0
253,1230,Attar,4,,0
253,1354,Limbo,5,,0
253,1536,Daena,6,,0
253,650,Krull,7,,0
253,1121,Senator Sandar,8,,0
253,1537,Karubi,9,,0
254,1538,Lara Croft,1,,0
254,976,Lord Richard Croft,2,,0
254,1539,Manfred Powell,3,,0
254,1494,Bryce,4,,0
254,1540,Alex West,5,,0
254,1541,Distinguished Gentleman,6,,0
254,1542,Hillary,7,,0
254,1276,Mr. Pimms,8,,0
254,1543,Wilson,9,,0
255,748,Sullivan,1,,0
255,44,Mike,2,,0
255,1544,Boo,3,,0
255,1228,Randall,4,,0
255,642,Waternoose,5,,0
255,1049,Celia,6,,0
255,1545,Roz,7,,0
255,812,Yeti,8,,0
255,1546,Fungus,9,,0
256,441,Albus Dumbledore,1,,0
256,412,Professor McGonagall,2,,0
256,870,Hagrid,3,,0
256,1547,Baby Harry Potter,4,,0
256,1548,Harry Potter,5,,0
256,1549,Aunt Petunia Dursley,6,,0
256,1550,Dudley Dursley,7,,0
256,1551,Uncle Vernon Dursley,8,,0
256,1552,Bartender in Leaky Cauldron,9,,0
257,1015,Rafe McCawley,1,,0
257,1518,Danny Walker,2,,0
257,1553,Evelyn Johnson,3,,0
257,1554,Billy,4,,0
257,1555,Lt. Anthony Fusco,5,,0
257,1520,Red,6,,0
257,247,Doolittle,7,,0
257,1556,Betty,8,,0
257,1557,Barbara,9,,0
258,1558,Toula Portokalos,1,,0
258,1559,Gus Portokalos,2,,0
258,1560,Toula Portokalos - Age 6,3,,0
258,1561,Schoolgirl,4,,0
258,1562,Greek Teacher,5,,0
258,1563,Maria Portokalos,6,,0
258,1564,Toula Portokalos - Age 12,7,,0
258,1565,Athena Portokalos - Age 15,8,,0
258,1566,Car Pool Friend,9,,0
259,1567,Melanie Smooter,1,,0
259,1489,Jake Perry,2,,0
259,1568,Andrew Hennings,3,,0
259,1569,Mayor Kate Hennings,4,,0
259,1570,Pearl Smooter,5,,0
259,1571,Earl Smooter,6,,0
259,1572,Stella Kay Perry,7,,0
259,1573,Bobby Ray,8,,0
259,1574,Lurlynn,9,,0
260,1575,Rachel,1,,0
260,1576,Noah,2,,0
260,1577,Aidan,3,,0
260,1578,Richard Morgan,4,,0
260,1579,Dr. Grasnik,5,,0
260,1580,Ruth,6,,0
260,1581,Katie,7,,0
260,1582,Becca,8,,0
260,1583,Samara,9,,0
261,1129,Longfellow Deeds,1,,0
261,208,Babe Bennett,2,,0
261,1584,Emilio Lopez,3,,0
261,1260,Marty,4,,0
261,793,Chuck Cedar,5,,0
261,1585,Mac McGrath,6,,0
261,1316,Cecil Anderson,7,,0
261,1135,Murph,8,,0
261,211,Jan,9,,0
262,1586,Manfred,1,,0
262,1587,Sid,2,,0
